school_id	cluster	cluster_weight
784	MR3	3.9645682604666073
784	MR4	1.5404832115656841
785	MR1	2.7418747022696697
785	MR2	4.565746452407165
785	MR3	6.719906060609032
785	MR4	2.539197954093863
786	MR1	2.5764583866026483
786	MR2	9.243652486547644
786	MR3	1.5551493322997842
786	MR4	2.6285730386099573
787	MR1	6.6497489610751925
787	MR2	6.047079320909098
787	MR3	6.944649155344702
787	MR4	6.099144418634468
792	MR1	4.347544494442336
792	MR2	5.523298343403927
792	MR3	2.225570049328275
792	MR4	5.257583428530745
795	MR1	6.5904506678977395
795	MR2	7.8978095743072085
795	MR3	3.2066029165658727
795	MR4	4.520957293692931
796	MR1	0.47046892766621773
796	MR2	7.522713568524281
796	MR3	1.691945793589152
796	MR4	4.342325159701656
799	MR1	3.431749892218171
799	MR2	9.502912821791067
799	MR3	3.95277426362919
799	MR4	4.3323997734781114
